Category,Product Name,Customer Rating,Sentiment,Emotion,text
Books,Buku Investasi Saham,2,Negative,Sadness,"untuk sampulnya, kenapa tidak pakai hard cover saja? hard cover dilapis soft cover seperti ini, kesannya berantakan. untuk pembatas bukunya cepat lepas, bahkan pd hari pertama saya baca buku ini"
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,5,Positive,Happy,"cs ramah dan fast response, produk baik dan lancar digunakan di korea"
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",5,Positive,Happy,bukunya bagus dan harganya bersahabat banget bisa buat nambah perbendaharaan cerita si kecil
Household,Polo City Tas Koper Hardcase size 24 inch - 072 - Blue Navy,5,Positive,Love,"harga terjangkau. rekomended. warna sesuai. pengiriman cepat cm 2hari sampe fast respon dr seller, kondisi barang utuh bagus warna nya cantikk banget kurirnya jg baik.. nelp smpe 4x mastiin alamatnya... tq seller fotonya gada.. adanya video. jdi aku ss dr video.."
Carpentry,Cat tembok Interior Nucolour 25 kg tidak ngapur,1,Negative,Sadness,"kualitas buruk sekali, isi juga tidak penuh. sudah lapis 4x juga tetap saja tidak merata hasilnya, kami jadi rugi bayar ongkos tukang. lebih baik beli cat merk lain saja deh, harga memang tidak pernah bohong..."
Body Care,L'Oreal Paris Extraordinary Oil Gold,1,Negative,Anger,"brg tdk saya terima, entah nyasar dimana... kurirnya bloon"
Mother and Baby,PAKET INTIME Baby Bath Tub / Bak Mandi Bayi + POMPA - Biru Muda,1,Negative,Anger,pelayanan tokonya sampah..
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,5,Positive,Happy,"pengalaman pertama beli kulkas secara online, alhamdulillah pengiriman dan pengemasan baik, produk diterima dng baik tanpa kerusakan, dan kualitas produk bagus. harga lebih miring dibanding beli langsung ke toko."
Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal",5,Positive,Love,uenak bangetzzz??udah berulamg kali order
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,5,Positive,Love,"fastresp banget, ramah juga, pengirimannya gercep banget, lv. ada y dikaskh lebih jga dong balonnya. belum di pompa sih smg gaada yg bocor??"
Kitchen,Bagus Anti Bau Gel Lemari Es 180 gr,2,Negative,Sadness,bocorr isinya
Mother and Baby,Paket 2 - Nutrilon Royal 3 Susu Pertumbuhan 1-3 Thn Vanila 800gr,5,Positive,Love,mantaaappp biasanya langganan
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,5,Positive,Happy,pengiriman cepat bgt..mantap. sukses selalu yaaa
Movies and Music,"Stand Mic Meja klip / Boom Arm Microphone suspension Podcast,Gaming",4,Positive,Happy,"barang sdh diterima dlm kondisi baik.., packing bagus rapi, pengiriman cepat..., mksh"
Food and Drink,DIMSUM SEHAT DAN HALAL,5,Positive,Love,enak banget. bikin ketagihan
Carpentry,Lem sepatu super kuat bening(transparant) 100ml Dyron,1,Negative,Anger,"sangat terlalu mahal, kualitas lem sama seperti aibon ."
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,1,Negative,Anger,buruk
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,1,Negative,Anger,"toko benalu, gk jelas barangnya.. sampah"
Body Care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,2,Negative,Anger,"packaging sangat buruk sekali gan... penyok� dan isolasi sebagian sudah terbuka, seperti habis dibongkar..."
Beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,5,Positive,Happy,original pengemasan dan pengiriman standar.. siiiipplll
Kids and Baby Fashion,Tas Sekolah Anak SD Laki Laki - C. America Navy,4,Positive,Happy,"barang sesuai keinginan, pengiriman cepat"
Kids and Baby Fashion,"Jumper panjang bayi 0-2 tahun Baju bayi unisex import jumper lucu anak - MARUKO PINK, 59",5,Positive,Happy,"bahan bagus, kualitas bagus sesuai harga"
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,5,Positive,Love,fast respon recommended seller
Other Products,Busa Filter Ukuran MILD,2,Negative,Anger,"salah kirim bos! dikirim yang menthol, mana rasa mentholnya strong banget lg overpower di mulut, ngilangin rasa tembakaunya."
Body Care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,5,Positive,Happy,sudah sesuai dengan pesanan
Beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,5,Positive,Love,"selalu repurchase deh buat produk ini... selain untuk bulu mata, ini juga oke banget buat ngerapihin alis akuuu dan tentunya terlihat natural yaaa"
Gaming,Stik controller microsoft xbox 360/pc - Biru,2,Negative,Sadness,"tombol rt tidak berfungsi, mau retur ongkir bolak balik setengah harga stick nya, kecewa aja gk di test dulu sebelum pengiriman."
Sport,Dunlop Fort All Court Tennis Ball ( Bola Tenis isi 4 ),5,Positive,Happy,slalu ok belanja disini
Other Products,"Hang Tag Label / Hang Tag Baju / Pakaian / Kartu Ucapan - Art Carton 210, Custom Size",2,Negative,Sadness,"semua kelipet yg pakai mata ayam , print an juga gak rapi , kecewa sih"
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,2,Negative,Sadness,ga sesuai dengan banner nya katanya free teflon tapi teflon tidak dikirim sangat kecewa
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,5,Positive,Happy,pengiriman cepat. pesanan sesuai. gak ada cacat. packing aman ????
Kitchen,Wajan Kuali Penggorengan Alumunium No.10,5,Positive,Happy,material produk bagus. kualitas produk bagus. ukuran produk sesuai. produk original.
Precious Metal,RM New 2 g,5,Positive,Happy,selalu puas dan langganan pengiriman super cepat top pokoknya??
Phones and Tablets,Obeng Pembuka Tool Set Repair Opening Tools iPhone 5 5S 6 6S Plus,1,Negative,Fear,obengnya ngga bisa kepakai kualitas rendah
Animal Care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,5,Positive,Happy,barang cepat sampai dlm keadaan baik
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,5,Positive,Happy,produk bisa dipakai dg baik. semoga awet. fast respon.
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,2,Negative,Sadness,"barang tidak sesuai dengan produk, yang dipesan gm bear set pisau tapi yg datang terkirim merk buck-i,"
Body Care,Kahf Revered Oud Eau de Toilette 35 ml,2,Negative,Fear,"packaging kurang, bisa diperbaiki lagi karena parfum tumpah"
Carpentry,Charger Aki Portable 12V/2A Mobil | Motor,2,Negative,Sadness,tidak berfungsi untuk aki normal padahal baru beli langsung di cas led indikator nya ngga jalan
Food and Drink,Silverqueen Cashew 62g,5,Positive,Love,"mantep bangettt coklatnya. beli lagi promo terus masih ditambahin voucher juga, jadi mumer pokok deh"
Toys and Hobbies,Robot Iron Man Hulkbuster - Kado Mainan Anak Avenger,1,Negative,Anger,"yg dikirim beda barang yg lebih murah, selisih 16.703 ...eh rusak pula.. mau retur tapi maenannya dah terlanjur dibuka...yauda gw minta balikin selisih nya aja dg suruh isiin pulsa gw aja 15rb... udah 6hari pulsa ga masuk2..ditanyain jawab nya ok doang... parah ga amanah!!!"
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,1,Negative,Sadness,sumbu lilin kecil. nyala susah dan api kecil. jelek.
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,4,Positive,Happy,produk sesuai. produk berfungsi dengan baik.
Carpentry,BARDI Smart PLUG WiFi Wireless Colokan - IoT Smart Home Colokan Steker,5,Positive,Love,repeat order terus
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,5,Positive,Happy,"kainnya lembut dan stretchy. ada hooknya yang bisa ditarik jadi kalau celana kegedean, masih bisa disesuaikan dengan ukuran perut yg sekarang. ini all size dan pas banget. bahannya juga tebal, jadi dipakai ga nerawang."
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,1,Negative,Fear,saran saja kepada pihak penjual untuk cek terlebih dahulu barang yg mau dikirim jangan barang yg gak sesuai dikirim...makan waktu saja..
Men's Fashion,DOMPET KULIT PRIA WANITA PANJANG IMPORT BAELLERRY MODEL PANJANG SW002 - Hitam,3,Negative,Sadness,trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat
Electronics,DORAHOMI Oven Listrik Low Watt Electric Open Kue alat panggang 12Liter - Putih Susu,5,Positive,Happy,packaging rapi. gampang dipakai. desainnya elegan ?. ada baret dikit tp masi ok lah overall
Camera,DJI OM 5 Athens Gray,3,Negative,Sadness,"kurang cocok pake samsung s21 ultra, hp nya berat, gimbalnya miring2"
Toys and Hobbies,Tanjiro Nezuko Zenitsu Inosuke Action Figure Kimetsu No Yaiba - RANDOM KARAKTER,1,Negative,Anger,cacat gaming
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,3,Negative,Fear,"kemasannya memakai plastik, mudah mangap, rawan bocor, tidak sebanding dengan harganya"
Food and Drink,Mujigae Topokki 170gr / Tteokbokki Instan / Tokpoki / Topoki,1,Negative,Anger,lama banget sampenya..pas nyampe jamuran gini..haduuh..parah deh
Toys and Hobbies,POP IT MURAH RAINBOW UNICORN fidget push Pop Its Fidget Toy Push POPIT - UNICORN RAINBOW,5,Positive,Love,mantaaaaap sesuai dengan �g di gambar nya jujur dan amanah seler nya .ngak nyesel belanja di toko ini .pokok nya mantaaaaap deh
Mother and Baby,Minyak Telon My baby 150 150ml,1,Negative,Anger,produk dikirim tidak lengkap !!!
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,5,Positive,Happy,lansung coba..positive bos
Household,Polo City Tas Koper Hardcase size 24 inch - 072 - Blue Navy,5,Positive,Love,"puas banget.. dengan harga segini worth it banget sih. respon penjual juga baik. order pagi, siang udh sampe pake kurir instan. recommended! ????????????"
Women's Fashion,Kain Jarik Batik Idola kain batu halus idola super - batik klasik,1,Negative,Sadness,"ibarat bli kcing dlm karung, kainya tipis kyak kulit bwang trus nerawang bnget, pokok nya gk bgus bngt kcewa .??????"
Toys and Hobbies,"500 butir bola gotri 8mm ketapel bola besi - 8mm, 500 butir",5,Positive,Happy,produk mantapp????
Toys and Hobbies,Gangsing Beyblade Tornado Burst StormGyro Besi - Bayblade Gasing Metal - Green Forest,5,Positive,Happy,pengiriman cepat.. barang kondisi bagus.. makasih ya??
Gaming,Nintendo Wii + 32 GB Flash Disk Full Games + 2 Wiimote + Nunchuck,3,Negative,Sadness,"mohon maaf saya kasih bintang 3 karena ada beberapa kendala : 1. tidak disertakan batery di nunchaku sedikitpun ataupun intruksi menggunakan batery jenis apa. 2. mohon dibuat panduan ringkas ketika di menu awal untuk mulai permainan harus kemana dan nantinya tampilan seperti apa karena dengan tidak ada panduanya seringkali hang,usb tidak terbaca bahkan gambar semut yang solusinya usb tersebut dilepas dan dipasang kembali baru bisa. 3. untuk sensor saya mendapat sedikit retak untuk kedepanya mohon bisa di infokan bila ada minus"
Animal Care,Paw Underpad Pee Pad Toilet Training Anjing 60x90 isi 10 Lembar,5,Positive,Love,mantapppp fast delivery !!!! langganan trs tiap bulan ????????
Body Care,L'Oreal Professionnel Hairspa Deep Nourishing Shampoo - Rambut Kering,5,Positive,Love,"mantap barangg cepeatt sampaii barang bagus penjual nyaa fast respons banget, packingan oke banget aman sampai di tempatt.. barangnya kerennn bangettt"
Automotive,KIT Auto Glass Cleaner Pump 500mL - Pembersih Kaca Mobil,1,Negative,Fear,barang gak datang ini penipuan
Electronics,ezviz c6n 2mp wifi camera wireless garansi resmi Indonesia - C6N,2,Negative,Sadness,barang pecah..
Electronics,Amazon Firestick Gen Terbaru 2020 (HD & 4K Fire TV Stick) Ori dari USA - Paket IPTV,5,Positive,Happy,"produk berfungsi dengan baik. seller sangat komunikatif dan informatif. dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu! pengiriman sangat cepat padahal menggunakan yang bebas ongkir (dari jakarta ke surabaya). alatnya kecil dan praktis, tapi sangat fungsional. nggak hanya untuk nonton film, tapi juga live channel dalam dan luar negeri (waktu pertama tanya2, hanya nyari buat netflix, nba tv dan amazon prime. dapatnya lebih!). tapi jangan lupa ya, kerja alat ini benar2 tergantung koneksi internet kita. dia makin oke semuanya kalau internet kita top juga."
Body Care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,1,Negative,Anger,"barang tidak sampai karena broken!!!! proses lamaaa!!!! dari tanggal 10 april beli, broken tgl 18 apr. sampai tgl 24 april hari ini masih belum ada produk datang dan uang belum kembali. buruk sekali pelayanannya!!!!"
Mother and Baby,"merries S , M , L , XL - L34",4,Positive,Happy,pengiriman lumayan cepat..saya sukaa...????gak slah ukuran juga...??
Women's Fashion,"CELANA KERJA WANITA FORMAL CELANA KANTOR PINGGANG KARET JUMBO - Hitam, M",1,Negative,Sadness,kecewa sih pesannya l5 iya l5 tapi berasa. itu celana xl kecil amat heedewhh bikin kecewa sama ini toko mana bahannya tipis juga.
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,5,Positive,Happy,"produk sesuai, pengiriman cepat. harganya 1ribu pas flash sale. oke banget."
Electronics,Oraimo Bundle 3pcs Kabel Data Micro USB Fast Charging Cable OCD-M29N,4,Positive,Happy,pengiriman cepat. product aman. dicoba bisa charge. cm gak terlalu fast charging
Beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 18,5,Positive,Love,"udah pembelian ke 2, awet dan tahan lama.. gak gampang rusak... paling beli lagi karena ilang ato dipinjem gak dibalikin"
Health,Ensure Vanila 900 g Susu Nutrisi Dewasa Rendah Laktosa - 3 klg,5,Positive,Happy,"produk sesuai deskripsi.packing rapi dan aman dengan dus dan bubble wrap. pengiriman cepat. pagi pesan, sore sampai."
Toys and Hobbies,"MAINAN EDUKATIF ANAK MERONCE MANIK KELERENG MUTIARA, 750PCS PROMO! - CRYSTAL",5,Positive,Love,"suka....anak jd seneng meronce.sesuai pesenanya,barangnya jg bagus. mksh"
Movies and Music,Sound card V8 Mixer Bluetooth SoundCard V8 Audio Soundcard,2,Negative,Fear,chat gk pernah di balas tidak recommend untuk beli
Camera,Alas Foto 3D Midio Motif Cement Background Foto 3D Ukuran 53x100cm,3,Negative,Sadness,"udah bbrp kali beli disini (di app ijo & oren), puas dgn barangnya. hanya saja di pembelian terakhir ini, kecewa sih. saya beli oyster cement, dengan asumsi warnanya abu muda seperti dove grey cement, hanya saja lebih mulus teksturnya (sprti di katalog). sudah saya cari referensi foto2 ulasan juga blm menemukan foto realnya. jadi saya order saja. ternyata pas datang, hasilnya jauh lebih kuning dari bayangan. lalu saya bandingkan dengan dove grey cement saya dari pembelian sebelumnya, tnyata beda banget (photo attached). mgkn lain kali seller kalo foto produknya, disetting dulu lighting/white balancenya supaya akurat & netral warnanya antar produk. seller jg kurang komunikatif, sblmnya pernah minta foto produknya yg lebih jelas / zoom in, tidak diberikan. bagi customer selanjutnya, pls note oyster cement sprti ini ya. plus point: packing rapi & pengiriman cepat"
Kids and Baby Fashion,"Masker ANAK ANAK 3 ply isi 50pcs kids 3-14thn face mask earloop - Putih Polos, Chasa Kid",5,Positive,Love,"terimakasih, recommended seller"
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,1,Negative,Fear,"kesan pertama gak baik..parkiran gojek menjadi tanggung jawab pembeli..kapok ah, beli ditoko ini lagi.semoga lancar aja bos."
Carpentry,Wallpaper Dinding 3D Foam Batu Bata 70cm x 77cm - Putih 70 x 38cm,1,Negative,Sadness,"sangat kecewa, barang rusak.., reseler jualan tdk amanah... klo jualan amanah ya kak biar berkah.."
Muslim Fashion,"masker hijab-masker hijab serut-masker kain-masker hijab 2ply 2 lapis - Ungu tua, Merk Mambo",1,Negative,Sadness,"sangat kecewa belanja di toko ini pesan 12 masker yang sampai cuma 10 tolong kalau packing barang sbelum di kirim teliti dlu dong, jangan sampai mengecewakan pembeli termasuk saya ."
Body Care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,1,Negative,Fear,"beli twinpack yg di kirim cm 1, mohon tanggung jawab nya ka... karena saya bayar dengan harga twinpack,"
Household,KANTONG PLASTIK SAMPAH UKURAN 60x100 & 90x120 cm - 60x100,5,Positive,Love,"mantul banget response dan pelayanan seller ini lho!! ????????dalam kurun waktu 1 hari paketnya tiba di rumah, sepertinya tahu aja kalo emang ditungguin!!????"
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,1,Negative,Fear,"pas pertama datang barang nggak berfungsi. coba2 lagi akhirnya sempat berfungsi. suara keterima dgn baik. transaksi langsung saya klik selesai. tapi besoknya ternyata error lagi sampai sekarang. sebetulnya di sisi penjual nggak ada masalah, pertanyaan dijawab dgn baik. cuma produk error setlh transaksi diklik selesai. nggak yakin juga bakal bisa diretur. kepaksa ulasan diedit jadi bintang 1. jadi balik lagi deh pake yg model kabel."
Toys and Hobbies,UNO Card,5,Positive,Happy,kartu nya lengkap. harga kompetitif. seru bgt game nya!.
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,5,Positive,Happy,"puaasss selalu langganan disini bikin duplikat akses ku , proses cepat , eh ada bonus nya juga ya , terima kasih kak ??"
Electronics,Telephone rumah single line analog standar panasonic KX-TS505 SECOND - Merah,1,Negative,Sadness,"barang tdk bs di pake ,ring tune jg g bunyi.kecewa"
Muslim Fashion,Tasbih Digital LED / Finger Counter Digital LED,3,Negative,Anger,"salah kirim warna, sy minta warna pink, biru, hitam > yg dikirim merah, hijau, hitam & lampu led tdk nyala !!"
Men's Fashion,"Jaket Sweater Hoodie Zipper Hijau Tosca Pria Wanita - ZIPPER ABU MUDA, M",5,Positive,Happy,ukuran fit dipakai. nyaman dipakai. jaketnya stylish. packaging aman ??. proses pesanan cepat. keren modelnya.
Body Care,Beli 2 Gratis 1 - Original Source Body Wash Mint Tea Tree,5,Positive,Love,beli di official store tgl 22 feb 22 eh 23 feb udh sampai di siang hari ???? cepat banget ???? thank you bangettttt cussons ???????? dapet harga flass sale jd murah ??
Household,Rak Sepatu Amazing Multifungsi Shoes Rack & Gantungan Hijab - HITAM - Putih,3,Negative,Sadness,bahan sangat mudah bengkok pdhl hanya sepatu & sambungan mudah lepas.
Automotive,Cover Motor Urban Sarung Motor Matic Bebek Vario Mio Beat Supra Scoopy - Biru Muda,5,Positive,Love,kualitas bahan sangat baik????. produk original ??. berfungsi dengan baik.
Office & Stationery,LAKBAN BENING / COKELAT 2 INCH X 90 YARD ( 45MM X 90 YARD) - BENING,1,Negative,Sadness,tidak sesuai pesanan
Automotive,Black Retrim - Penghitam Bodi Plastik Dasbor Motor Mobil Permanen,5,Positive,Love,"mantap sesuai pesanan, blm di coba,semoga bagus"
Gaming,Charging Dock Stik PS3 - Charger Stand Dock Stick PS 6,2,Negative,Sadness,"charging awal dkrim tp indikator ga nyala, dgnti charging baru, tp seluruh ongkir dibebankan k konsumen..."
Precious Metal,RM New 2 g,5,Positive,Happy,"packaging aman banget, proses cepet. thankyou"
Gaming,CONVERTER KONVERTER USB DOUBLE STICK PS2 KE PS6,3,Negative,Sadness,"pelayanan seller positive, sayang converternya ga bisa dipake alias error, beli 2 error 2 2 nya ??"
Other Products,Busa Filter Ukuran MILD,2,Negative,Sadness,busanya kotor
